Accesion 	Pffam 	(Uniprot-Pfam) 	MD5 digest 	Length 	Description 	Start 	Stop 	Score 	Interpro 	Description 	Annotations 	Go annotations	EC Number 	Gen 	Microrganism	KEGG	KO	path1	path2	path3
P75851	PF00528	P75851PF00528	db0e6bc8c6fbb2d443fc241427af538d	263	Binding-protein-dependent transport system inner membrane component	80	247	8.70E-28	IPR000515	ABC transporter type 1, transmembrane domain MetI-like			NO EC	sssC	Escherichia coli K-12 substr.	eco-b0934	K15554 	9	0	0
P75853	PF09084	P75853PF09084	1bfb9032a7a4df03d61ec4efa5cb0546	319	NMT1/THI5 like	67	183	1.20E-12	IPR015168	SsuA/THI5-like			NO EC	ssuA	Escherichia coli K-12 substr.	eco-b0936	K15553 	9	0	0
P0AAI1	PF00005	P0AAI1PF00005	25bd22e9b5cb6c0d4d982cb7db274698	255	ABC transporter	27	160	2.90E-29	IPR003439	ABC transporter-like			NO EC	ssuB	Escherichia coli K-12 substr.	eco-b0933	K15555 	9	0	0
O85764	PF00296	O85764PF00296	e66715af5a3541f2f4f872d5ea93a729	382	Luciferase-like monooxygenase	4	325	2.50E-85	IPR011251	Luciferase-like domain			1.14.14.5	ssuD	Pseudomonas putida DS1	 	K04091	16	0	0
P80645	PF00296	P80645PF00296	878cc4667e4f7c30d61cfb1f985a5b47	381	Luciferase-like monooxygenase	5	326	3.90E-86	IPR011251	Luciferase-like domain			1.14.14.5	ssuD	Escherichia coli K-12 substr. MG1655	eco-b0935	K04091	9	0	0
P80644	PF03358	P80644PF03358	6afd28a89336f8a5bdb073bf57c66710	191	NADPH-dependent FMN reductase	1	140	3.80E-34	IPR005025	NADPH-dependent FMN reductase-like			1.5.1.38	ssuE	Escherichia coli K-12 substr. MG1655	eco-b0937	K00299	9	0	0
Q58Y43	PF04295	Q58Y43PF04295	e87a34c364eb0f9ccfd6ca8a5fca5b43	393	D-galactarate dehydratase / Altronate hydrolase, C terminus	9	390	9.60E-118	IPR007392	D-galactarate/Altronate dehydratase, C-terminal			4.4.1.24	suyB	 Paracoccus pantotrophus NKNCYSA	 	K16846	12	15	0
Q47537	PF04069	Q47537PF04069	ac3787434fe6e316d5a66e7e54aeb9c9	320	Substrate binding domain of ABC-type glycine betaine transport system	24	247	3.10E-27	IPR007210	ABC-type glycine betaine transport system, substrate-binding domain			3.6.3.36	tauA	Escherichia coli K-12 substr. MG1655	eco-b0365	K15551	23	0	0
Q47538	PF00005	Q47538PF00005	4886c79ded078ae53828005123e3f29e	255	ABC transporter	17	156	1.40E-32	IPR003439	ABC transporter-like			3.6.3.36	tauB	Escherichia coli K-12 substr. MG1656	eco-b0366	K10831	23	0	0
Q47539	PF00528	Q47539PF00528	577861f0dcd1161819cf7d44d6b95308	275	Binding-protein-dependent transport system inner membrane component	98	269	6.80E-23	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	KEGG: 00860+4.1.1.37|MetaCyc: PWY-5531|MetaCyc: PWY-7159|MetaCyc: PWY-7766|Reactome: R-HSA-189451		3.6.3.36	tauC	Escherichia coli K-12 substr. MG1657	eco-b0367	K15552	23	0	0
P37610	PF02668	P37610PF02668	f26d5d282df7f8f52826e8a91d695d9a	283	Taurine catabolism dioxygenase TauD, TfdA family	7	272	5.20E-67	IPR003819	TauD/TfdA-like domain			1.14.11.17	tauD	Escherichia coli K-12 substr. MG1655	eco-b0368	K03119	23	0	0
B7J3C9	PF01011	B7J3C9PF01011	59a704e0fa6d7ebff27e9760e3e7719b	499	PQQ enzyme repeat	139	169	3.90E-06	IPR002372	Pyrrolo-quinoline quinone repeat			NO EC	tetH	Acidithiobacillus ferrooxidans	afr-AFE_0029	0	3	0	0
B7J3C9	PF13360	B7J3C9PF13360	59a704e0fa6d7ebff27e9760e3e7719b	499	PQQ-like domain	213	277	7.70E-09	IPR002372	Pyrrolo-quinoline quinone repeat	KEGG: 00230+2.7.7.4|KEGG: 00261+2.7.7.4|KEGG: 00450+2.7.7.4|KEGG: 00920+2.7.7.4|MetaCyc: PWY-5278|MetaCyc: PWY-5340|MetaCyc: PWY-6683|MetaCyc: PWY-6932|Reactome: R-HSA-174362|Reactome: R-HSA-2408550		NO EC	tetH	Acidithiobacillus ferrooxidans	afr-AFE_0029	0	3	0	0
D3UB67	PF00202	D3UB67PF00202	454d3ccdf9fd34551c36a695772c99e0	445	Aminotransferase class-III	35	435	4.60E-95	IPR005814	Aminotransferase class-III			2.6.1.55	toa	Klebsiella oxytoca TauN1	 	K15372 	23	0	0
Q9APM5	PF00202	Q9APM5PF00202	189db7a003b195c1899c9488df284fed	456	Aminotransferase class-III	27	446	2.80E-99	IPR005814	Aminotransferase class-III			2.6.1.77	tpa	Bilophila wadsworthia	 	K03851 	23	0	0
D3RVD4	PF13442	D3RVD4PF13442	426ed79c4126553528c16a63af6128d2	270	Cytochrome C oxidase, cbb3-type, subunit III	178	256	1.10E-08	IPR009056	Cytochrome c-like domain			1.8.7.-	tsdA	Allochromatium vinosum	alv:Alvin_0091	K19713	2		
Q9Z4S6	PF00384	Q9Z4S6PF00384	1aad7f1f2a76df1231fc000924f8bd09	1020	Molybdopterin oxidoreductase	241	682	2.00E-13	IPR006656	Molybdopterin oxidoreductase	MetaCyc: PWY-101		1.97.1.-	ttrA	Salmonella enterica	stm-STM1383	K08357	4	0	0
Q9Z4S6	PF01568	Q9Z4S6PF01568	1aad7f1f2a76df1231fc000924f8bd09	1020	Molydopterin dinucleotide binding domain	890	988	8.00E-13	IPR006657	Molybdopterin dinucleotide-binding domain			1.97.1.-	ttrA	Salmonella enterica	stm-STM1383	K08357	4	0	0
Q9Z4S6	PF04879	Q9Z4S6PF04879	1aad7f1f2a76df1231fc000924f8bd09	1020	Molybdopterin oxidoreductase Fe4S4 domain	75	152	8.90E-07	IPR006963	Molybdopterin oxidoreductase, 4Fe-4S domain			1.97.1.-	ttrA	Salmonella enterica	stm-STM1383	K08357	4	0	0
Q7CQM9	PF13247	Q7CQM9PF13247	d68fd533bee5dd88b9e519ae41fa050b	250	4Fe-4S dicluster domain	100	193	1.50E-29	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain			1.97.1.-	ttrB	Salmonella enterica enterica serovar Typhimurium	stm:STM1385	K08358	4		
Q9Z4S7	PF03916	Q9Z4S7PF03916	172fbfa8334795d284ef0b5e2beb42f6	340	Polysulphide reductase, NrfD	10	290	1.40E-60	IPR005614	NrfD family			1.97.1.-	ttrC	Salmonella enterica	stm-STM1384	K08359	4	0	0
A3SR25	PF00205	A3SR25PF00205	16532ff43f560c33af04dca931ba94b0	603	Thiamine pyrophosphate enzyme, central domain	199	335	1.10E-33	IPR012000	Thiamine pyrophosphate enzyme, central domain			2.3.3.15	xsc	Roseovarius nubinhibens ISM	 	K0382	15	0	0
Q93PS3	PF00205	Q93PS3PF00205	c8a507612383d1b13c974417e28043a0	584	Thiamine pyrophosphate enzyme, central domain	195	331	2.60E-33	IPR012000	Thiamine pyrophosphate enzyme, central domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		2.3.3.1.5	xsc	Desulfonispora thiosulfatigenes	 		19	0	23
A3SR25	PF02775	A3SR25PF02775	16532ff43f560c33af04dca931ba94b0	603	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	416	566	3.30E-27	IPR011766	Thiamine pyrophosphate enzyme, C-terminal TPP-binding			2.3.3.15	xsc	Roseovarius nubinhibens ISM	 	K0382	15	0	0
Q93PS3	PF02775	Q93PS3PF02775	c8a507612383d1b13c974417e28043a0	584	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	396	546	1.70E-33	IPR011766	Thiamine pyrophosphate enzyme, C-terminal TPP-binding	KEGG: 00230+2.7.7.4|KEGG: 00261+2.7.7.4|KEGG: 00450+2.7.7.4|KEGG: 00920+2.7.7.4|MetaCyc: PWY-5278|MetaCyc: PWY-5340|MetaCyc: PWY-6683|MetaCyc: PWY-6932|Reactome: R-HSA-174362|Reactome: R-HSA-2408550		2.3.3.1.5	xsc	Desulfonispora thiosulfatigenes	 		19	0	23
A3SR25	PF02776	A3SR25PF02776	16532ff43f560c33af04dca931ba94b0	603	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	15	180	1.20E-41	IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain			2.3.3.15	xsc	Roseovarius nubinhibens ISM	 	K0382	15	0	0
Q93PS3	PF02776	Q93PS3PF02776	c8a507612383d1b13c974417e28043a0	584	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	6	172	7.70E-45	IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		2.3.3.1.5	xsc	Desulfonispora thiosulfatigenes	 		19	0	23

