	real	30	60	100	150	200	250	300
PF02637	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07670	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04572	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02263	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08363	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02841	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02425	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02526	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17580	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08481	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12786	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04189	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08704	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14801	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07842	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02649	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05165	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13324	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07802	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03615	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12074	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06320	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15328	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14609	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04551	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02155	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12550	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07750	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03074	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04107	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16647	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01597	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01571	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08669	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09694	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01150	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02347	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06202	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12439	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14742	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12466	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00996	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02351	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03009	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13653	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16363	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15667	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14345	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04295	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16030	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16529	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02212	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00626	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06372	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11095	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15348	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07412	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04807	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08464	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00799	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08283	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01440	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01407	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00845	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01492	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00844	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01708	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01524	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02053	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17053	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03323	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00196	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10646	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10676	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10803	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10737	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10970	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08690	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16843	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05671	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04828	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17331	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01408	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02894	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01353	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06399	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14843	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06094	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00990	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14057	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15685	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14410	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14741	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03321	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16369	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14509	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14508	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12772	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02638	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14883	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14885	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14872	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14871	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08544	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00288	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11080	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01134	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13932	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02527	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12483	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13856	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08388	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03227	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10764	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12205	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11710	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16559	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08518	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01541	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03359	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00594	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11397	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07221	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14109	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12080	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12081	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07817	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10528	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03275	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08971	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13016	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00120	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03951	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16952	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08335	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03710	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15644	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00042	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10793	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06942	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08718	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15249	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01744	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03616	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02686	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02364	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09136	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09985	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09137	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02685	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13618	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01182	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01832	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14264	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07581	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10606	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04960	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00462	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04399	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03157	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00745	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05201	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05096	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04262	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16912	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01645	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04898	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12764	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13488	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13436	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13441	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05242	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10091	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05693	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14845	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06475	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00274	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01102	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03409	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00606	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00802	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17416	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17417	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00534	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00535	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00591	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00953	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04413	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02885	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00232	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00331	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12899	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12905	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17132	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05838	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00457	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03537	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15979	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01670	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06824	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07944	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11308	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04041	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01373	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00723	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00722	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00332	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00704	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00182	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00703	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00728	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02838	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01183	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02156	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00295	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02836	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02837	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00933	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02055	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17189	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01055	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08244	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00251	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01301	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17167	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16874	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16875	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01074	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07748	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01229	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01915	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02056	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02449	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08533	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08532	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04616	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12891	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02015	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01374	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01532	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02011	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03718	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17433	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11975	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03512	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07745	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01630	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03065	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02057	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17387	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01341	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03443	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03664	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03200	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16923	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16483	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03633	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03632	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03636	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13199	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07477	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07488	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03648	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02435	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00840	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02324	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03659	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03198	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07335	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03663	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02446	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16862	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03662	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01270	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13647	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03639	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03644	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07470	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00759	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07971	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10566	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08307	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08306	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16317	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF11790	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF12215	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14587	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17451	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF14498	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF10111	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13641	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13704	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13712	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00852	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01531	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01793	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04724	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF15024	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00982	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13506	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03901	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01755	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03033	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF00777	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05637	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF06165	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13439	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13844	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03360	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13896	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08323	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07922	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF04666	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07429	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03414	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF09258	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02709	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13733	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01501	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF16849	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08437	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01075	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05686	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01697	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF13524	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
